Timestamp,Coordinates,ID Number,3months
2019-09-22,"[44.294739259677705, -122.05503393707546]",836234974.0,2019-06-22
2018-10-10,"[45.96524606642077, -120.17080082427775]",909748223.0,2018-07-10
2018-11-07,"[44.01983541033945, -118.86200067874205]",689914563.0,2018-08-07
2021-09-07,"[45.8437138020863, -117.57050735173411]",108865446.0,2021-06-07
2020-09-02,"[44.387369944513466, -120.87362524780137]",902570281.0,2020-06-02
2019-10-18,"[44.772583993915035, -124.35409575150932]",581896153.0,2019-07-18
2019-11-02,"[44.922628541157664, -116.5700584060606]",586018584.0,2019-08-02
2019-09-26,"[44.717262568316926, -123.43662302343536]",323637767.0,2019-06-26
2021-11-04,"[43.1639644810423, -120.86822992278707]",780410186.0,2021-08-04
2021-11-21,"[42.983316243616336, -119.04959819204296]",168115072.0,2021-08-21
2019-08-29,"[43.5047091542741, -123.32140636922378]",569454375.0,2019-05-29
2018-08-20,"[44.99694070911631, -123.6971831753847]",998507448.0,2018-05-20
2021-08-01,"[45.877093228915534, -120.8841572849139]",562075515.0,2021-05-01
2018-07-29,"[43.687111424462834, -116.80231843780076]",973943783.0,2018-04-29
2019-08-28,"[42.18691127887813, -120.89561688122093]",972056214.0,2019-05-28
2021-09-05,"[45.161036814389206, -120.78530668361934]",865220549.0,2021-06-05
2019-08-09,"[43.94071303253837, -118.7731280477645]",128806656.0,2019-05-09
2018-07-07,"[44.95938424753138, -121.86227073020179]",579491759.0,2018-04-07
2021-08-23,"[43.7880166970898, -120.87801855066247]",493155723.0,2021-05-23
2020-08-09,"[43.80107735755027, -117.14527366496206]",704272859.0,2020-05-09
2019-10-25,"[45.421262575036934, -123.10927423897601]",603494974.0,2019-07-25
2020-08-26,"[43.69639686516982, -119.1995188559352]",780112533.0,2020-05-26
2017-10-21,"[46.166907699494686, -119.47323249162795]",154164298.0,2017-07-21
2019-07-26,"[44.12852649114631, -121.89089518899148]",367655149.0,2019-04-26
2019-07-26,"[42.997305888743206, -119.56206620332001]",702847066.0,2019-04-26
2019-11-23,"[44.750333947394616, -124.03281928855431]",738456703.0,2019-08-23
2019-10-09,"[42.328144251517216, -124.17336318004483]",276164302.0,2019-07-09
2019-11-14,"[42.805831152158916, -123.31503955166694]",752924695.0,2019-08-14
2017-07-10,"[44.13538256556035, -123.7547859950123]",875578660.0,2017-04-10
2017-08-15,"[42.70746687169425, -123.56495913127262]",444329305.0,2017-05-15
2019-11-25,"[45.417506755265705, -122.63181125084306]",460912619.0,2019-08-25
2020-08-17,"[45.22730449635339, -123.00055099839734]",853470711.0,2020-05-17
2020-10-02,"[44.00853080293405, -122.70425502591108]",760074282.0,2020-07-02
2017-07-22,"[44.354558167276736, -119.940742248081]",714481660.0,2017-04-22
2020-10-13,"[44.216158438698805, -117.29335742272377]",990892599.0,2020-07-13
2020-08-05,"[43.85618786995018, -123.41906649006349]",428117404.0,2020-05-05
2018-08-14,"[43.00457599426177, -117.88608625127043]",478266017.0,2018-05-14
2017-10-02,"[44.954034387767386, -117.87062657633236]",786729981.0,2017-07-02
2021-08-12,"[44.71687041713847, -116.97969231074316]",332945991.0,2021-05-12
2017-07-29,"[43.65229473534088, -116.61622055914488]",154714494.0,2017-04-29
2019-07-04,"[43.90607338280898, -119.9563106888814]",676895137.0,2019-04-04
2021-08-05,"[44.30924496284916, -116.91897984642357]",791581467.0,2021-05-05
2017-10-03,"[42.57804925292141, -123.53922135737393]",226474202.0,2017-07-03
2017-07-01,"[44.2917912547217, -116.87425930595148]",199603452.0,2017-04-01
2018-09-10,"[43.06350060611104, -124.05354470455035]",206014527.0,2018-06-10
2020-08-16,"[43.96807403766918, -119.33606206016236]",845586389.0,2020-05-16
2018-11-16,"[42.78881098921303, -124.46061149429904]",721911709.0,2018-08-16
2019-10-06,"[45.15451025099102, -118.3357285787258]",106307527.0,2019-07-06
2021-10-21,"[44.66647616613666, -123.000422920774]",355929945.0,2021-07-21
2021-11-04,"[43.783792361787235, -119.15429702441374]",611903681.0,2021-08-04
2017-08-06,"[46.08034442984014, -122.80266579301265]",596278014.0,2017-05-06
2019-07-29,"[46.243038050728934, -117.51573034901229]",930446833.0,2019-04-29
2018-07-10,"[45.851228586597955, -121.84120970856952]",840551215.0,2018-04-10
2021-07-23,"[42.29812174820257, -120.81387415035847]",853077362.0,2021-04-23
2017-11-15,"[42.684030859587196, -122.97169470475463]",929808111.0,2017-08-15
2018-07-13,"[42.24316763925526, -119.37487886559721]",826970176.0,2018-04-13
2021-07-24,"[42.00943023549462, -118.58780380938097]",963881003.0,2021-04-24
2019-08-17,"[42.9134528037012, -123.17819241778798]",252539930.0,2019-05-17
2018-10-05,"[42.216308431858614, -121.01599269028647]",485685571.0,2018-07-05
2020-10-14,"[43.38005070592338, -123.34157747905536]",393369762.0,2020-07-14
2019-07-08,"[44.015386490811885, -120.59945602624231]",424073579.0,2019-04-08
2018-07-23,"[45.2409010898767, -118.5326186006927]",594465230.0,2018-04-23
2018-10-17,"[42.73900727051153, -117.71119822224064]",731561074.0,2018-07-17
2020-07-26,"[44.684310909191225, -119.00375703848765]",664567847.0,2020-04-26
2021-11-19,"[44.38355085301308, -117.35386323726861]",644847264.0,2021-08-19
2018-07-17,"[44.080015982547806, -117.76667644664887]",237211314.0,2018-04-17
2018-09-19,"[44.27289590180561, -117.2509151094503]",756597641.0,2018-06-19
2020-10-20,"[45.61983642881221, -118.55779045665764]",744699092.0,2020-07-20
2017-10-22,"[45.63209428191008, -121.78996145921617]",767146744.0,2017-07-22
2020-10-23,"[45.47658504175702, -122.8113062667774]",573852214.0,2020-07-23
2020-07-06,"[45.669261420157625, -121.05179796531053]",547163919.0,2020-04-06
2021-08-07,"[43.21362958656245, -121.76333027251724]",932269313.0,2021-05-07
2019-08-21,"[42.55565752022143, -123.25361678120474]",656828098.0,2019-05-21
2020-11-23,"[43.724713646894614, -120.28800107540214]",687226926.0,2020-08-23
2020-08-02,"[42.75005635063201, -118.23427638806584]",248509738.0,2020-05-02
2019-07-17,"[42.88769097133741, -123.94026366110243]",531237585.0,2019-04-17
2020-07-08,"[42.84824270811937, -119.85189268918812]",940918188.0,2020-04-08
2019-07-20,"[42.651928429874154, -123.06975989523883]",408025657.0,2019-04-20
2018-10-20,"[42.68738622335251, -116.65422567866736]",515921900.0,2018-07-20
2021-08-27,"[44.512849990224105, -122.07218141393479]",741705398.0,2021-05-27
2019-10-20,"[45.97401209921275, -116.67831333229903]",584322264.0,2019-07-20
2021-10-15,"[42.35024214609532, -120.53564958582551]",107312084.0,2021-07-15
2017-09-20,"[42.6066516806516, -120.79756721827117]",588035112.0,2017-06-20
2019-11-28,"[44.557694226526046, -118.15930864379285]",859883417.0,2019-08-28
2017-07-03,"[43.788333424084, -122.37885118402171]",558468671.0,2017-04-03
2019-11-09,"[44.68307212488493, -121.45297237599067]",551875685.0,2019-08-09
2021-07-18,"[43.335181753224134, -119.12404900595477]",853591187.0,2021-04-18
2020-08-15,"[45.81966668855427, -119.74985595866258]",727727231.0,2020-05-15
2021-10-18,"[44.99912537569869, -121.92399255473302]",320395961.0,2021-07-18
2020-08-15,"[44.51597323004135, -122.81375313952078]",294652267.0,2020-05-15
2017-09-26,"[42.948619951990665, -121.9274333482425]",370319010.0,2017-06-26
2020-08-21,"[45.0399190130231, -121.30867675550897]",932822540.0,2020-05-21
2019-09-17,"[42.19769991321314, -118.89602682723675]",971570532.0,2019-06-17
2020-07-26,"[43.0496529986508, -123.28597042053468]",132853724.0,2020-04-26
2021-07-07,"[42.17265398125487, -119.71477679083404]",849003629.0,2021-04-07
2017-11-01,"[44.301020551552035, -118.38677843635101]",108377671.0,2017-08-01
2018-10-04,"[43.291992002367294, -121.51104608022129]",370231843.0,2018-07-04
2020-09-01,"[46.0931915710241, -124.0852843708798]",188047715.0,2020-06-01
2021-08-13,"[42.71790026377066, -119.89548949607476]",571553876.0,2021-05-13
2020-11-04,"[44.370493803516034, -122.80636083346134]",728151057.0,2020-08-04
2021-08-08,"[43.17787340560383, -118.09637634274345]",804031081.0,2021-05-08
2021-07-14,"[42.70491814420766, -119.42135917211228]",967768279.0,2021-04-14
2017-09-27,"[45.58034445247164, -119.47629205518058]",288809266.0,2017-06-27
2017-08-25,"[43.03489782710879, -121.83258728385594]",374269872.0,2017-05-25
2018-09-07,"[45.190080235880465, -121.82100497074737]",383130635.0,2018-06-07
2017-11-23,"[44.789698975361844, -119.95067798500504]",735212172.0,2017-08-23
2018-07-07,"[42.039671356398536, -116.58247596670779]",976368139.0,2018-04-07
2020-10-27,"[44.25269290282393, -118.78953797973388]",979703435.0,2020-07-27
2020-10-21,"[45.67904029962037, -121.71693715805701]",285255906.0,2020-07-21
2017-09-06,"[44.535424974544675, -119.19360926678557]",388954174.0,2017-06-06
2020-11-03,"[43.59266181589894, -119.67669196512341]",578540247.0,2020-08-03
2021-11-11,"[43.20092822792301, -122.1201283046125]",652037105.0,2021-08-11
2019-10-04,"[43.38524681109969, -120.92156901457622]",330432037.0,2019-07-04
2018-08-05,"[42.15283030245442, -119.21305489142796]",301637663.0,2018-05-05
2019-10-27,"[44.89457449152984, -123.28736997823617]",904415166.0,2019-07-27
2021-07-15,"[45.17472624411449, -116.93335221109793]",624317521.0,2021-04-15
2018-10-28,"[44.498700314867264, -116.82488561275699]",855544061.0,2018-07-28
2021-09-02,"[43.401279065626376, -118.38721864946038]",876906725.0,2021-06-02
2020-09-01,"[44.58029506549562, -116.66330441779823]",425872651.0,2020-06-01
2018-09-04,"[45.374490347076865, -119.62405152691787]",256411308.0,2018-06-04
2019-11-21,"[43.559702348809424, -122.94041058108937]",345795967.0,2019-08-21
2021-10-18,"[43.516742429557354, -119.7594524005404]",908259211.0,2021-07-18
2017-07-25,"[44.85581432560356, -123.13893202073463]",407629944.0,2017-04-25
2021-09-11,"[46.27796199422636, -117.02009595076397]",106816243.0,2021-06-11
2020-09-27,"[42.76893092319525, -122.0027947785467]",764786719.0,2020-06-27
2017-09-14,"[43.44658106510055, -120.59845810111234]",597947799.0,2017-06-14
2019-09-19,"[45.50372134676926, -122.89244340898112]",795233281.0,2019-06-19
2020-09-25,"[43.62717156721345, -120.24855364904403]",108152771.0,2020-06-25
2020-07-02,"[44.50312858154368, -117.30445840517488]",258845514.0,2020-04-02
2019-07-14,"[44.11777382605504, -121.62994278918922]",149768763.0,2019-04-14
2020-07-23,"[44.748861375981164, -122.90958363889305]",250560277.0,2020-04-23
2018-08-13,"[42.95797903785514, -117.503538813527]",489644215.0,2018-05-13
2018-07-28,"[45.785579211489384, -119.5619147766291]",992947993.0,2018-04-28
2020-07-04,"[45.165625808549564, -118.94535536270928]",615665734.0,2020-04-04
2019-08-19,"[43.86049274769093, -117.25653450560937]",852496983.0,2019-05-19
2019-10-03,"[43.4396284288037, -119.15405153121476]",568663201.0,2019-07-03
2020-10-19,"[42.0971526111178, -117.09123066068817]",755413767.0,2020-07-19
2017-11-11,"[45.20462583543826, -122.29613381077368]",458827285.0,2017-08-11
2020-10-28,"[44.72826582856849, -124.07889232832268]",539837322.0,2020-07-28
2021-11-02,"[45.5973403887716, -116.54760211995679]",737853440.0,2021-08-02
2017-09-12,"[44.00854711122833, -118.95004453410549]",658615764.0,2017-06-12
2019-08-13,"[45.26232375768418, -116.75911842443342]",810940748.0,2019-05-13
2021-09-27,"[42.57509641796359, -117.9538172050282]",721492276.0,2021-06-27
2018-11-01,"[42.725426092145916, -117.11294334689612]",670451724.0,2018-08-01
2017-09-15,"[43.94192728546643, -120.26642294485058]",587287407.0,2017-06-15
2020-11-20,"[44.99271354177304, -122.99791193268392]",434082951.0,2020-08-20
2020-08-27,"[44.731647401689074, -118.79356887577848]",448309674.0,2020-05-27
2017-11-28,"[43.85606963710228, -123.87166812995692]",394994057.0,2017-08-28
2021-08-06,"[42.82960088404821, -120.38318938655566]",742674196.0,2021-05-06
2018-07-13,"[44.293976308993386, -117.24887575496939]",336987499.0,2018-04-13
2017-08-02,"[44.80921118045211, -119.28266265782335]",100096788.0,2017-05-02
2020-10-03,"[45.93546511258136, -122.11361224924205]",830634093.0,2020-07-03
2021-11-17,"[43.980408943212325, -118.85243574530296]",988920775.0,2021-08-17
2018-11-20,"[42.39837163681309, -121.09133688235761]",563037919.0,2018-08-20
2017-07-04,"[44.808781143609245, -123.92443392772347]",168041480.0,2017-04-04
2020-07-08,"[42.83915983966705, -124.50014716863858]",807749404.0,2020-04-08
2020-09-15,"[45.2046758715437, -122.52074517089356]",881733353.0,2020-06-15
2017-07-20,"[43.72569598425068, -122.38802928961707]",795822005.0,2017-04-20
2021-09-22,"[42.74800848777815, -120.32797506911731]",324024367.0,2021-06-22
2021-07-01,"[43.866131439394344, -116.88869173103556]",385914384.0,2021-04-01
2017-07-03,"[43.58432172870492, -117.7770746560573]",566464389.0,2017-04-03
2017-11-17,"[46.01144909656714, -123.66942009090332]",587297849.0,2017-08-17
2021-08-05,"[45.019861138541096, -117.10808532693915]",421739716.0,2021-05-05
2017-08-12,"[43.28091400499694, -121.32910287437491]",907511808.0,2017-05-12
2021-11-11,"[45.87296912996303, -123.41274143131986]",753294030.0,2021-08-11
2021-11-17,"[42.89612416157121, -121.38553019323454]",785090637.0,2021-08-17
2021-08-29,"[44.18257644388219, -118.12907155098807]",611224556.0,2021-05-29
2021-07-16,"[42.3814804228908, -120.46558349181517]",589311994.0,2021-04-16
2017-07-20,"[42.49245464819881, -116.63530794920004]",567246693.0,2017-04-20
2020-10-06,"[44.97035645527767, -119.85413781708311]",760764779.0,2020-07-06
2019-11-17,"[44.90518113521061, -116.96234619018722]",147288601.0,2019-08-17
2019-10-02,"[42.59297418048717, -117.18281782693025]",431991575.0,2019-07-02
2017-10-18,"[42.6772986364468, -119.15415958061024]",907838091.0,2017-07-18
2021-09-24,"[43.00332524860917, -123.87087815103139]",137155457.0,2021-06-24
2017-09-03,"[45.25662549731949, -123.40063831348785]",507210521.0,2017-06-03
2018-11-17,"[45.84621925365337, -117.5459986953321]",861735287.0,2018-08-17
2019-07-23,"[45.612942812186375, -118.09307503558497]",378194653.0,2019-04-23
2017-09-09,"[42.91612869429241, -120.65409382277551]",763570586.0,2017-06-09
2018-07-27,"[42.98435169525339, -121.59907297459671]",648229890.0,2018-04-27
2017-07-16,"[45.07204712166493, -121.28287654209967]",765024033.0,2017-04-16
2019-09-19,"[42.83719875909378, -123.06007062765619]",887780250.0,2019-06-19
2020-11-01,"[44.2313775252117, -119.62448633228786]",812583461.0,2020-08-01
2021-08-03,"[44.29141594772653, -121.74809245011328]",140332571.0,2021-05-03
2020-07-07,"[43.423566339882676, -120.29946210124811]",123457763.0,2020-04-07
2021-07-27,"[45.945149666533524, -117.73202141364892]",218100709.0,2021-04-27
2019-07-29,"[42.26214267243888, -119.53130969341922]",619478824.0,2019-04-29
2018-09-09,"[45.12061708708873, -120.86135127563904]",729756097.0,2018-06-09
2018-11-06,"[46.17239131002322, -124.52471632798456]",654151362.0,2018-08-06
2019-07-20,"[44.38169088528431, -121.82612627021618]",419231888.0,2019-04-20
2020-09-16,"[43.67671759810511, -118.55550419288765]",844324866.0,2020-06-16
2018-09-18,"[44.51211399673054, -120.10871168037967]",932649427.0,2018-06-18
2019-09-12,"[43.523948754186875, -116.63972136413857]",559975099.0,2019-06-12
2018-11-01,"[42.91038651017701, -118.46049142349308]",772008299.0,2018-08-01
2018-07-21,"[43.25484966351411, -120.54160616274383]",964998139.0,2018-04-21
2017-09-21,"[43.52787223171744, -118.87952005489622]",733843501.0,2017-06-21
2020-11-19,"[44.299526253414804, -119.74530222320469]",102478310.0,2020-08-19
2018-10-27,"[44.42727218812729, -117.12807984978038]",495069890.0,2018-07-27
2021-09-03,"[43.24986036224381, -120.37430221010811]",251146081.0,2021-06-03
2020-07-26,"[43.26644274760434, -120.47940602611759]",171408355.0,2020-04-26
2018-07-04,"[42.43907060700037, -121.50094434614402]",648968957.0,2018-04-04
2018-08-03,"[42.90597576350035, -123.52498609039534]",797071067.0,2018-05-03
2020-09-07,"[43.82926586083044, -122.49831350469698]",109442025.0,2020-06-07
2018-10-19,"[45.14044877959016, -124.20897525062017]",247747726.0,2018-07-19
2019-11-05,"[42.89140195425588, -119.57985172554339]",983492062.0,2019-08-05
2020-07-22,"[45.6380961652642, -122.4550856735307]",624038779.0,2020-04-22
2017-10-23,"[44.00228975880289, -122.18190799424899]",738950725.0,2017-07-23
2019-08-20,"[42.045269690472345, -119.47324805375561]",733797924.0,2019-05-20
2017-07-25,"[44.65069413329087, -123.6199717630215]",391854884.0,2017-04-25
2019-07-15,"[42.90729136537788, -118.53520257864835]",428320255.0,2019-04-15
2020-10-27,"[43.68726115601258, -121.82367027141198]",389024942.0,2020-07-27
2021-08-25,"[45.21477523838896, -121.80939217226768]",996978676.0,2021-05-25
2021-09-06,"[42.45544107973773, -123.73239887856646]",499147063.0,2021-06-06
2020-10-01,"[46.00762004528732, -117.67517791599991]",716342573.0,2020-07-01
2021-11-26,"[46.078797912530476, -120.63095625242914]",353205293.0,2021-08-26
2018-09-02,"[45.86612556280299, -120.67594087059636]",935447009.0,2018-06-02
2019-08-28,"[43.67808507131706, -121.69303618049754]",596816397.0,2019-05-28
2020-07-05,"[46.138026067611975, -122.34400402471643]",763939600.0,2020-04-05
2020-08-08,"[43.77348819642867, -123.87997289533288]",785806906.0,2020-05-08
2018-10-04,"[45.21144390621214, -117.77008086708753]",658678728.0,2018-07-04
2019-10-23,"[42.94380190798479, -121.12702842023936]",641403927.0,2019-07-23
2018-11-01,"[42.32933398074466, -122.59904648008805]",837020948.0,2018-08-01
2020-07-08,"[46.025222202345766, -119.64966524071535]",635323221.0,2020-04-08
2017-11-14,"[44.52481833480073, -121.22837122918068]",605330315.0,2017-08-14
2021-10-03,"[44.99136292853581, -120.47151845194723]",922351116.0,2021-07-03
2020-08-18,"[43.09560286399498, -124.2775644506008]",287239426.0,2020-05-18
2021-09-04,"[44.93927127666572, -121.11558759815048]",532997128.0,2021-06-04
2018-10-06,"[44.26437118861278, -119.89977482672157]",155454239.0,2018-07-06
2019-10-21,"[44.591280868257066, -120.94979664415959]",140932844.0,2019-07-21
2019-09-07,"[44.659118905874834, -122.89868447890103]",975158862.0,2019-06-07
2018-10-15,"[46.000734954022676, -121.33465714894733]",676751783.0,2018-07-15
2020-11-11,"[46.03089332948426, -123.27296158366052]",683558512.0,2020-08-11
2020-09-07,"[45.150418943187944, -120.98733402996001]",814453279.0,2020-06-07
2018-10-29,"[42.18011082241075, -122.48437050454447]",359783776.0,2018-07-29
2021-08-11,"[43.389968654289675, -117.22986012873741]",966889667.0,2021-05-11
2018-10-28,"[45.091819272276126, -122.42709261659903]",447749872.0,2018-07-28
2018-08-18,"[43.64193816024165, -124.12567574108272]",686035433.0,2018-05-18
2020-08-12,"[42.57302680909852, -120.91240243652175]",705037806.0,2020-05-12
2019-07-29,"[43.333207772805615, -119.10652573073689]",291064453.0,2019-04-29
2019-08-27,"[42.70228512634793, -116.6942407748178]",477026218.0,2019-05-27
2018-09-26,"[45.55899608552511, -122.6425329228798]",581352068.0,2018-06-26
2021-07-05,"[44.52480097755999, -118.31121873163434]",836273277.0,2021-04-05
2019-10-22,"[45.071412461031876, -123.71776852625635]",454127212.0,2019-07-22
2017-08-21,"[43.53047141857909, -117.90979672077276]",605175617.0,2017-05-21
2021-09-02,"[42.61847607550206, -119.27999585391078]",181800773.0,2021-06-02
2018-11-15,"[43.60626104087026, -124.35356872314816]",624226152.0,2018-08-15
2021-11-11,"[42.56007273243537, -118.30977353006115]",737397322.0,2021-08-11
2019-07-14,"[46.16646201952065, -117.43568140926726]",642695443.0,2019-04-14
2017-08-07,"[44.1691706471317, -123.44016330318853]",207825423.0,2017-05-07
2019-10-22,"[43.844635289010434, -120.17922809909543]",858596293.0,2019-07-22
2021-08-15,"[44.085939839585976, -120.5808210668652]",470122523.0,2021-05-15
2017-09-06,"[43.73095393006556, -120.56748499880085]",290951421.0,2017-06-06
2017-07-22,"[45.65270289801019, -123.73331199152746]",186116782.0,2017-04-22
2018-07-05,"[44.394981985258575, -118.55735510496683]",528645844.0,2018-04-05
2019-09-25,"[45.93473315673054, -123.39646363933491]",632862188.0,2019-06-25
2019-11-02,"[42.692040013232265, -116.94376024584706]",997605790.0,2019-08-02
2017-10-24,"[42.8657644944767, -119.4070940121703]",975632820.0,2017-07-24
2019-07-28,"[42.73006274405552, -117.7849732178018]",527257502.0,2019-04-28
2017-08-18,"[44.70959049213495, -117.87063497719622]",713559101.0,2017-05-18
2017-09-08,"[45.11527058158156, -118.49049823466235]",919393062.0,2017-06-08
2019-11-03,"[44.51161521873759, -116.78872274027498]",114900275.0,2019-08-03
2021-10-05,"[44.48312754165181, -120.50432467401761]",889120424.0,2021-07-05
2021-07-26,"[45.75825695262473, -119.39799935979376]",612100171.0,2021-04-26
2021-09-28,"[45.69780136068586, -120.2725124677752]",983112087.0,2021-06-28
2017-11-09,"[45.45265955029018, -120.27010602153987]",544569626.0,2017-08-09
2020-10-12,"[43.47683287080488, -122.9031731679051]",265312230.0,2020-07-12
2018-07-04,"[45.55537506978518, -120.46983570141732]",145285675.0,2018-04-04
2018-08-08,"[43.8036008948242, -121.34775459325935]",193480820.0,2018-05-08
2021-11-04,"[45.850720927251636, -119.31617434695544]",463394760.0,2021-08-04
2018-07-23,"[44.69939669454456, -116.75659881178167]",467256639.0,2018-04-23
2020-08-20,"[43.5704441356201, -119.16782734288793]",342687269.0,2020-05-20
2018-11-16,"[43.74020417119705, -124.44199588152223]",996909103.0,2018-08-16
2017-08-07,"[44.202017619905945, -120.23034330564073]",498897210.0,2017-05-07
2019-08-20,"[45.370265658323696, -123.83971299426241]",196426249.0,2019-05-20
2021-11-24,"[43.21551024226068, -116.96793095561553]",738225928.0,2021-08-24
2017-10-13,"[44.90906120035387, -120.90470985700372]",528567153.0,2017-07-13
2019-09-01,"[42.77542977635198, -117.79864639008599]",511477734.0,2019-06-01
2019-09-04,"[42.6310952986612, -122.49457296860679]",144680278.0,2019-06-04
2019-10-05,"[42.540906324592235, -123.02316911359087]",197112388.0,2019-07-05
2018-07-19,"[46.25110096057093, -124.31325456946261]",661921253.0,2018-04-19
2019-09-27,"[43.384302353396606, -117.57372664707503]",707382960.0,2019-06-27
2017-11-28,"[43.90208494564086, -122.7817532756484]",675545817.0,2017-08-28
2020-10-03,"[42.208150294284245, -122.7850832118776]",772829230.0,2020-07-03
2017-07-25,"[43.954782908948275, -120.47942044485306]",866533182.0,2017-04-25
2019-10-15,"[44.63746109226707, -120.34186870243472]",226540388.0,2019-07-15
2019-09-23,"[42.66282809099265, -119.31594086741137]",960715769.0,2019-06-23
2020-07-12,"[42.3833649451757, -120.65802366528692]",624648233.0,2020-04-12
2021-07-20,"[43.99354465734875, -117.24393894054072]",535660738.0,2021-04-20
2018-09-23,"[45.14961806509177, -120.38813314149873]",716173501.0,2018-06-23
2019-10-28,"[44.98690433499469, -121.4731424286948]",573466108.062677,2019-07-28
2018-08-12,"[45.89055691331223, -117.83613506049682]",573422775.361933,2018-05-12
2020-11-12,"[44.036536312477466, -120.01056887242252]",573379442.661188,2020-08-12
2021-07-24,"[45.09008261189356, -123.28008701699159]",573336109.960443,2021-04-24
2017-10-22,"[44.242551305147714, -122.47874388593449]",573292777.259699,2017-07-22
2021-09-26,"[42.131076640833165, -121.05447862073736]",573249444.558954,2021-06-26
2017-09-18,"[42.18289303976093, -121.50731343264786]",573206111.85821,2017-06-18
2019-09-22,"[44.294739259677705, -122.05503393707546]",573162779.157465,2019-06-22
2018-10-10,"[45.96524606642077, -120.17080082427775]",573119446.45672,2018-07-10
2018-11-07,"[44.01983541033945, -118.86200067874205]",573076113.755976,2018-08-07
2021-09-07,"[45.8437138020863, -117.57050735173411]",573032781.055231,2021-06-07
2020-09-02,"[44.387369944513466, -120.87362524780137]",572989448.354486,2020-06-02
2019-10-18,"[44.772583993915035, -124.35409575150932]",572946115.653742,2019-07-18
2019-11-02,"[44.922628541157664, -116.5700584060606]",572902782.952997,2019-08-02
2019-09-26,"[44.717262568316926, -123.43662302343536]",572859450.252253,2019-06-26
2021-11-04,"[43.1639644810423, -120.86822992278707]",572816117.551508,2021-08-04
2021-11-21,"[42.983316243616336, -119.04959819204296]",572772784.850763,2021-08-21
2019-08-29,"[43.5047091542741, -123.32140636922378]",572729452.150019,2019-05-29
2018-08-20,"[44.99694070911631, -123.6971831753847]",572686119.449274,2018-05-20
2021-08-01,"[45.877093228915534, -120.8841572849139]",572642786.748529,2021-05-01
2018-07-29,"[43.687111424462834, -116.80231843780076]",572599454.047785,2018-04-29
2019-08-28,"[42.18691127887813, -120.89561688122093]",572556121.34704,2019-05-28
2021-09-05,"[45.161036814389206, -120.78530668361934]",572512788.646296,2021-06-05
2019-08-09,"[43.94071303253837, -118.7731280477645]",572469455.945551,2019-05-09
2018-07-07,"[44.95938424753138, -121.86227073020179]",572426123.244806,2018-04-07
2021-08-23,"[43.7880166970898, -120.87801855066247]",572382790.544062,2021-05-23
2020-08-09,"[43.80107735755027, -117.14527366496206]",572339457.843317,2020-05-09
2019-10-25,"[45.421262575036934, -123.10927423897601]",572296125.142573,2019-07-25
2020-08-26,"[43.69639686516982, -119.1995188559352]",572252792.441828,2020-05-26
2017-10-21,"[46.166907699494686, -119.47323249162795]",572209459.741083,2017-07-21
2019-07-26,"[44.12852649114631, -121.89089518899148]",572166127.040339,2019-04-26
2019-07-26,"[42.997305888743206, -119.56206620332001]",572122794.339594,2019-04-26
2019-11-23,"[44.750333947394616, -124.03281928855431]",572079461.638849,2019-08-23
2019-10-09,"[42.328144251517216, -124.17336318004483]",572036128.938105,2019-07-09
2019-11-14,"[42.805831152158916, -123.31503955166694]",571992796.23736,2019-08-14
2017-07-10,"[44.13538256556035, -123.7547859950123]",571949463.536616,2017-04-10
2017-08-15,"[42.70746687169425, -123.56495913127262]",571906130.835871,2017-05-15
2019-11-25,"[45.417506755265705, -122.63181125084306]",571862798.135126,2019-08-25
2020-08-17,"[45.22730449635339, -123.00055099839734]",571819465.434382,2020-05-17
2020-10-02,"[44.00853080293405, -122.70425502591108]",571776132.733637,2020-07-02
2017-07-22,"[44.354558167276736, -119.940742248081]",571732800.032892,2017-04-22
2020-10-13,"[44.216158438698805, -117.29335742272377]",571689467.332148,2020-07-13
2020-08-05,"[43.85618786995018, -123.41906649006349]",571646134.631403,2020-05-05
2018-08-14,"[43.00457599426177, -117.88608625127043]",571602801.930659,2018-05-14
2017-10-02,"[44.954034387767386, -117.87062657633236]",571559469.229914,2017-07-02
2021-08-12,"[44.71687041713847, -116.97969231074316]",571516136.529169,2021-05-12
2017-07-29,"[43.65229473534088, -116.61622055914488]",571472803.828425,2017-04-29
2019-07-04,"[43.90607338280898, -119.9563106888814]",571429471.12768,2019-04-04
2021-08-05,"[44.30924496284916, -116.91897984642357]",571386138.426935,2021-05-05
2017-10-03,"[42.57804925292141, -123.53922135737393]",571342805.726191,2017-07-03
2017-07-01,"[44.2917912547217, -116.87425930595148]",571299473.025446,2017-04-01
2018-09-10,"[43.06350060611104, -124.05354470455035]",571256140.324702,2018-06-10
2020-08-16,"[43.96807403766918, -119.33606206016236]",571212807.623957,2020-05-16
2018-11-16,"[42.78881098921303, -124.46061149429904]",571169474.923212,2018-08-16
2019-10-06,"[45.15451025099102, -118.3357285787258]",571126142.222468,2019-07-06
2021-10-21,"[44.66647616613666, -123.000422920774]",571082809.521723,2021-07-21
2021-11-04,"[43.783792361787235, -119.15429702441374]",571039476.820979,2021-08-04
2017-08-06,"[46.08034442984014, -122.80266579301265]",570996144.120234,2017-05-06
2019-07-29,"[46.243038050728934, -117.51573034901229]",570952811.419489,2019-04-29
2018-07-10,"[45.851228586597955, -121.84120970856952]",570909478.718745,2018-04-10
